id,claim,explanation,actual,predicted,correct,time_sec
866,"Panda in French zoo expecting twins, Chinese experts on hand to help.","A giant panda in France’s Beauval zoo is expected to give birth to twins in the next few days under the watchful eye of two Chinese birthing specialists, the zoo said on Tuesday.",True,True,True,0.16056275367736816
867,Mental illness alone not linked to violence.,"Mental illnesses like schizophrenia or bipolar disorder alone do not make people more violent, but the tendency of people with psychiatric problems to abuse drugs or alcohol does, scientists said on Monday.",True,True,True,0.19917869567871094
868,Sun Pharma Announces Positive Topline Results of Confirmatory Phase-3 Clinical Trial for Seciera™ for Treatment of Dry Eye,"This release reports on the results of a phase 3 trial of a cyclosporine A ophthalmic solution (trade name Seciera) intended to treat dry eye symptoms. The release states that the randomized, controlled trial involved 744 patient volunteers, which suggests good evidence, but the release omits information from the study that would be useful to journalists and the public. It provides no numerical data on the results of the trial, only vague statements, and doesn’t explain any potential harms of the medication. No information is given on where the study was conducted, or information to rule out conflicts of interest. In essence, this release seems more interested in establishing a foothold in what is seen as a growing commercial market than it is in explaining the actual research,   There’s no question that having dry eyes is at least a nuisance and at worst a clinical problem needing a solution, but it is clearly not a disease. Dry eyes can be a side effect of some medications or surgical procedures, a symptom of some diseases, and a condition affecting older individuals. Unfortunately, labeling it as a disease as this release does places an artificial urgency on the need for products to treat it, thereby profiting its manufacturer more than aiding the public.",False,False,True,0.205078125
869,"AOL is donating 15¢ for every 12 forwards of a plea from Debbie Shwartz, a single mother of four.","Therefore, bleed not your heart for this fictitious single mother of four and her ill-advantaged brood, nor forward “her” plea to others. Spare your friends.",False,Misleading,False,0.16286778450012207
870,Piglet-killing PED virus spreads to second Canada farm.,"The piglet-killing Porcine Epidemic Diarrhea virus (PEDv) has spread to a second Canadian farm, government officials said on Monday.",True,True,True,0.16262125968933105
871,Shots more effective than FluMist in adults,"First, we acknowledge that the version of the AP story that we found in the Charlotte Observer was less than half the length (327 words) of the AP story as we found it in other newspapers (734 words). So the reporter clearly did a lot more work than what was seen in the Charlotte paper. This is a troubling practice that we've written about elsewhere on the site. Nonetheless, the article accurately summarizes the availability of flu vaccines and the primary results of the new study in the New England Journal of Medicine — the proportion of children protected from the flu by each of two tested vaccines (i.e. the vaccines’ absolute efficacy). However, the story could provide more information to help readers judge the meaning of these results, the novelty of the “new” live, inhaled vaccine, its potential harms and costs, the overall quality of the research, potential conflicts among the story’s sources, and other health measures readers can take to prevent the flu. The AP report omits mention of costs—a significant feature of any major public health initiative. It’s unfortunate that the article fails to put the data on vaccine efficacy into a meaningful context. To begin with, the advantage of the killed vaccine shots over the live FluMist vaccine was not statistically significant. But the fact the shots were just as good as the inhaled vaccine was surprising. The researchers note that the main virus they were concerned about (type A) had changed or “drifted” from the strain that was in the vaccine. Earlier studies had led them to expect that the inactivated vaccine shots would be less effective in this situation. Instead, the shots and nasal spraywere very effective (74% each, according to the new study). The killed virus was also very effective against two strains of type B virus. More information on potential harms might also allay fears associated with live vaccines. Side effects described in the New England Journal of Medicine study were mostly minor–runny nose, headache, cough, and muscle aches among those receiving the live nasal spray vaccine and sore arms among those receiving the shots. The study authors attributed one serious complication to the live (nasal) vaccine—acute pericarditis, or inflammation around the heart and major vessels—a problem that required hospitalization. A little more information about the story’s sources would also help readers assess the new research. The story (as it appeared in the Charlotte paper) quotes a single university-based vaccine expert, but does not state whether he has any potential conflicts of interest. The story fails to note that two researchers received consulting fees from pharmaceutical companies–including MedImmune, which manufactures the FluMist inhaled vaccine in partnership with the researchers’ employer, the University of Michigan. Finally, the AP report misses an opportunity to explain other measures people can take to prevent the flu. In addition to vaccination, the Centers for Disease Control and Prevention recommend several (http://www.cdc.gov/flu/protect/habits.htm). These include using antiviral drugs and good health habits (e.g. avoid close contact; stay home when sick, cover your mouth and nose; clean your hands; avoid touching your eyes, nose or mouth). It would be unfortunate if readers took away the message that flu prevention is not very effective or that a shot (or snort) has little value for the healthier members of a flu-prone community. What did the reporter put in the longer version of his story that you didn't read in the Charlotte paper? Quotes from two other physician-researchers. Caveats about interpreting the study results. Information from another flu study that appeared in the same issue of the New England Journal of Medicine. Information from an editorial in that journal. Information on the age groups approved for use of FluMist. Information on the number of flu deaths (36,000) and hospitalizations (200,000/yr.) from the flu. In other words, you missed a lot. So this is more of a review of the editing done by the Charlotte newspaper that picked up the story off the wire than it is of the work of the original AP reporter.",Misleading,True,False,0.20165228843688965
872," Vincent Fleck, the father of a doctor who leaked Hillary Clinton’s medical information to the press, died suddenly and under suspicious circumstances. ",Vincent Fleck Found Dead After Hillary Clinton’s Medical Records Leaked,False,True,False,0.20200252532958984
873,Sweet news for chocoholics,"""This story reported on the latest study, among """"mounting evidence"""", that suggests that small amounts of dark chocolate may slightly lower blood pressure. But the story never explained how much blood pressure dropped in the study. It never explained anything about how the research was done. It didn’t cite the source of the new evidence. It didn’t interview anyone involved in the research, nor did it reflect any meaningful input from anyone knowledgeable about this area of research. (CBS did interview a Center for Science in the Public Interest spokesperson, but the clips they chose to use from her interview didn’t add much.) While this report at least hinted that portion size control was an important factor, the story contained a very limited amount of factual information for consumers to use for decision making.""",Misleading,False,False,0.20354127883911133
874,The soft drinks Coca-Cola and Pepsi used as pesticides by farmers in India.,"To what extent farmers in India might currently be using soft drinks in place of pesticides, and just how effective that technique might be, are yet to be determined.",Misleading,False,False,0.20623135566711426
875,"Capitol Watch: Nurses, midwives look for clarity on abortion.",There  is still some some uncertainty about how nurse practitioners and midwives are affected by a law that was supposed to expand the number of New York health care providers who can perform abortions.,True,False,False,0.19549107551574707
876,Unsuspecting phone customers are gulled into placing calls to area codes in the Caribbean that result in hefty charges.,"Chinese health authorities said they are investigating 27 cases of viral pneumonia in the central city of Wuhan, after rumors on social media suggested the outbreak could be linked to Severe Acute Respiratory Syndrome (SARS).",Misleading,Misleading,True,0.1554880142211914
877,"After a person's death, embalming their corpse is not required by law and the bereaved are allowed to hold funerals inside a home.",The Good Advice Hidden in a ‘Fun Funeral Facts’ Meme,True,True,True,0.15669870376586914
878,"And this would be the first year, if everything holds true, we will spend over $10 billion of our state budget on Medicaid out of the $28 billion budget.","""Rowden was trying to illustrate that Medicaid spending has reached out-of-control levels. According to Greitens' budget recommendations for fiscal year 2018, the budget for Medicaid has gone up over $1 billion in the last three years and now takes up approximately 37 percent of the state budget. Despite the growing concern from Republicans on the cost of Medicaid spending, Greitens has recommended $10.7 billion for the service for fiscal year 2018, an increase of over $500 million from fiscal year 2017. However, it’s important to note that """"we"""" — as in the state of Missouri — don’t directly fund the entire $10 billion. Because of the Federal Medical Assistance Percentage and the Federal Reimbursement Allowance programs, the state only has to spend approximately $1.7 billion of state revenue on Medicaid. So while Medicaid spending will exceed $10 billion of the nearly $28 billion budget, not all of the money is coming directly from the state. Rowden’s statement is accurate but needs clarification.""",True,False,False,0.19652700424194336
879,Gambians embrace new freedoms with environment activism.,Hundreds of Gambians were grateful for the jobs created by a Chinese-run fish processing plant that arrived in 2014. Then they were shocked when dead fish began washing up on a nearby shore.,True,False,False,0.20423555374145508
880,"AOL is donating 15¢ for every 12 forwards of a plea from Debbie Shwartz, a single mother of four.","Therefore, bleed not your heart for this fictitious single mother of four and her ill-advantaged brood, nor forward “her” plea to others. Spare your friends.",False,Misleading,False,0.15628719329833984
881,Nose treatment cuts hospital-acquired infections,"""The story centers the majority of its attention on a single study, providing little comment on an accompanying editorial and on a second study published in the same issue of the New England Journal of Medicine. And the one that got less attention was perhaps more important, as supported by the accompanying editorial. A summary of both papers and more of the """"take-home messages"""" from the editorial and would have provided readers with a more complete view of the potential approaches to reducing post-operative infections. The story used only 429 words. A few more would have addressed our concerns. Hospital-acquired surgical infections are a major source of morbidity and mortality. Despite an increasing number of available antibiotics, post-operative wound infections continue to be a substantial problem. The prophylactic use of mupirocin has been reported to be of value in reducing wound infection in carrier patients undergoing orthopedic and cardiac surgical procedures. However, the practice of routinely screening patients for the presence of Staphylococcus aureus has not been generally adopted in US hospitals. This study’s demonstration of the value of a rapid screening test and of routine prophylactic use of mupirocin along with a chlorhexidine scrub is an important finding.""",False,False,True,0.19602322578430176
882,Flight attendant may have exposed passengers to Hepatitis A.,Health officials in North Carolina say more than a dozen people may have been exposed to hepatitis A on a recent flight.,True,True,True,0.1947486400604248
883,"Keurig coffee maker users are at risk because the machines are prone to growth of mold, algae, and bacteria.","What's true: Keurig machines (and similar products) can become moldy if not regularly cleaned. What's false: The issue is not limited to Keurig, and cleaning the machine will generally resolve the problem.",Misleading,False,False,0.19610214233398438
884,"Panda in French zoo expecting twins, Chinese experts on hand to help.","A giant panda in France’s Beauval zoo is expected to give birth to twins in the next few days under the watchful eye of two Chinese birthing specialists, the zoo said on Tuesday.",True,True,True,0.16226482391357422
885,"""The House Zika bill """"limits access to birth control services needed to help curb the spread of the virus"""" in Puerto Rico.""","Nelson, along with many other Democrats, said the Zika funding bill would limit access to family planning and contraceptives that would help stop the spread of the Zika virus. The legislation would have blocked the flow of money to one organization, Profamilias, the Planned Parenthood chapter in Puerto Rico. However, the bill also provided funds that would potentially help clinics and hospitals in nearly every municipality on the island. There would be some pockets without services, but it is unclear that Profamilias would be positioned to fill those gaps. At the same time, Profamilias serves women who might be more at risk of infection because they tend to be young and poor. The statement is partially accurate but leaves out important details.",Misleading,False,False,0.20890426635742188
886,"Whistleblower: US failed to prepare, sought quick virus fix.","The Trump administration failed to prepare for the onslaught of the coronavirus,  then sought a quick fix by trying to rush an unproven drug to patients, a senior government scientist alleged in a whistleblower complaint Tuesday.",True,True,True,0.19794201850891113
887,Donald Trump and hundreds of his workers helped search the rubble for survivors after the September 11 terrorist attacks in Lower Manhattan.,"Hey, I watched when the World Trade Center came tumbling down. And I watched in Jersey City, New Jersey, where thousands and thousands of people were cheering as that building was coming down. Thousands of people were cheering.",Misleading,False,False,0.19794559478759766
888,Medicare will be bankrupt in nine years.,Pat Boone claims Medicare will be bankrupt in nine years,False,False,True,0.20032453536987305
889,More than 103 million Americans will have high blood pressure under new guidelines,"This story about new guidelines from the American Heart Association and other medical groups that reduce the threshold for diagnosis of high blood pressure summarizes the key recommendations, but doesn’t explain benefits, harms or costs. This story (along with those from many other news media outlets) should have addressed the glaring disconnect between what is recommended and what doctors and patients actually do. The story used far lower estimates of the number of people likely to be told to start taking drugs than what was contained in an American Heart Association news release. (And the online and video versions of the ABC News stories used very different numbers.) Readers of this story learn that they are more likely to be told they have high blood pressure, but not what that means to them, other than that they will probably hear more lectures about diet and exercise, and maybe get more drug prescriptions. For a good alternative view, see the this New York Times opinion piece. If almost all of the “new” patients with high blood pressure will be simply advised to improve their lifestyle, by doing things like exercising more, eating better and drinking less alcohol, which are things everyone is advised to do, then what has really changed? Any time that medical experts spout the routine lifestyle advice, reporters should press them to explain what is really likely to change for patients. Will physicians and clinics adopt (and will insurers pay for) more effective lifestyle interventions? Or will it be business as usual for most patients, except that more people will be prescribed drugs?",Misleading,False,False,0.20186471939086914
890,"In September 2018, Pope Francis said, in effect, that exposing pedophile priests is Satan's work.","""What's true: In September 2018, Pope Francis said in a homily that """"the Great Accuser"""" (a Biblical name for Satan) was working to """"attack bishops"""" and """"uncover their sins"""" so as to """"scandalize the people."""" Francis delivered the homily at a time when the Vatican hierarchy (including he himself) is facing multiple allegations of covering up sexual abuse. What's false: Pope Francis did not make a general pronouncement about efforts to expose child sexual abuse, but rather a much more ambiguous and enigmatic statement which left itself open to multiple interpretations.""",Misleading,False,False,0.1998441219329834
891,Picking right blood pressure medicine challenging,"""This  story provided  information on a very interesting topic: how to better assign medications to people with hypertension to maximize the treatment benefit and avoid medication-induced increases in blood pressure. The story tried to encapsulate insights from several studies and experts in the field about whether measurement of renin levels could really be useful in this regard. It presented examples of how renin levels might be used by clinicians when prescribing blood pressure medications to patients. The story ultimately failed to explore the issues that would make use of renin measurement problematic. In addition, the story did readers a disservice by casting diuretics as being """"old and cheap,"""" given that these are well-studied and proven medications that have had a tremendous impact on long-term clinical outcomes for patients with hypertension. Optimizing medications to treat hypertension would be a boon to a huge patient population. In addition, people often take multiple medications to manage hypertension, and if the number of pills needed could be reduced or improved for at least some patients, this too would be useful.""",Misleading,False,False,0.20113563537597656
892,Murphy: State doubling coronavirus ‘contact tracers’.,"New Jersey will more than double the number of public health professionals tracing COVID-19 cases, Gov. Phil Murphy said Tuesday.",True,True,True,0.1585543155670166
893,"""Carsyn Leigh Davis died of COVID-19 shortly after attending a """"COVID party"""" at her youth church. ""","""What's true: Carsyn Leigh Davis did die of complications from COVID-19 and did, 13 days earlier, attend a large party at her youth church, during which social distancing appears to have been relaxed. What's false: However, it cannot be assumed that Davis contracted COVID-19 at the June 10 church event, which the organizers described as a """"Release Party,"""" not a """"COVID party."""" The latter description originated from other commentators critical of the church and its purported COVID-19 policies. What's undetermined: It's not clear what rules or guidelines, if any, were implemented or enforced by organizers of the June 10 """"Release Party,"""" or what proportion of the young attendees wore masks and observed social distancing.""",Misleading,False,False,0.20128321647644043
894,Health officials warn about rise in tick disease.,"Ticks are active again this season and residents should take steps to prevent tick bites in what’s expected to be a record year for human cases of the tick-borne disease anaplasmosis, the Vermont Department of Health said Wednesday.",True,True,True,0.1582322120666504
895,"""Foam """"Squishies"""" toys have been determined to contain toxic materials and were recalled as a result.""","We also contacted Health Canada and the Australian Competition and Consumer Commission asking whether any investigations were underway in their respective countries regarding the toys but did not receive a response. The U.S. Consumer Product Safety Commission, which would typically assess possible consumer complaints of Squishies in the states, is currently closed as a result of the partial federal government shutdown that began in December 2018.",Misleading,False,False,0.20661211013793945
896,"Sen. Blumenthal “went around telling war stories” about Vietnam, talked of “people dying left and right, but my platoon marched forward.” ","Like a snowball rolling downhill, President Trump’s account of Sen. Blumenthal’s misstatements about his service record during the Vietnam War has grown more exaggerated over time.",False,False,True,0.19863343238830566
897,Charlie Crist Says he hasn’t changed his view on abortion restrictions.,"""Crist said in a TV interview that he hasn’t changed his view on abortion restrictions. We find that misleading -- unless you're talking about having views that have always been difficult to pin down. Even before he switched parties, Crist voted both for and against abortion restrictions: In the 1990s, he opposed a waiting period for adults but also backed restrictions that included a waiting period for minors and a ban on partial birth abortion. In 2010, he vetoed a bill to require women to undergo ultrasounds before they have an abortion. He's also called himself both """"pro-life"""" and """"pro-choice,"""" and he seems comfortable offering up his own personal definitions of the terms. If he's shown a kernel of consistency, it's that he often -- but not always -- talked about being personally """"pro-life"""" but wanting to respect the right of women to make decisions with their doctors and without government interference. Interestingly, this is not a case of a politician changing his stance after switching parties. Crist has always been all over the map on abortion.""",False,True,False,0.19962668418884277
898,Young prodigy Brandenn Bremmer achieved a number of successes before taking his own life at age14 so that he could donate his organs to others.,What's true: Brandenn Bremmer was a child prodigy who died by his own hand at the age of 14. What's false: Brandenn didn't indicate he staged his suicide to ensure his organs would go to others in need.,Misleading,False,False,0.1996300220489502
899,"Good energy for bad: Reiki, a Japanese practice of clearing away negative energy, is finding acceptance in U.S. medicine","Reiki, the Japanese practice of “energy healing” is one of many complementary or alternative medical services now available at select health centers in the U.S. This story describes the use of Reiki therapy for several diseases and conditions. Although the story attempts to describe the evidence to support reiki therapy, ultimately it fails to provide the reader with balanced information on what reiki can or can’t do. Although the story describes the benefits of treatment in two studies, the story fails to provide adequate information on the nature of the benefits. For example, the story states that “more than 75% reported increased energy” and “those receiving Reiki took fewer pain medications.” Neither statement provides adequate information on the benefits. How much energy? How many fewer medications? Also, because the story does not explain the design of these studies, the reader does not know how much of this benefit may be due to placebo effect. The story didn’t discuss the limitations of small studies (22 patients in one) or of studies that rely on patients’ self-reporting of improvement. Although the story mentions several trials, the reader is not provided with enough information to evaluate the strength of the available evidence. How were the studies designed? What were the outcomes measured? How long was the follow up? The story mentions that Reiki is available at a handful of institutions, but this is insufficient information on availability. How many Reiki practitioners are there around the country, and in what types of settings? Are they licensed or certified? If so, by whom? If not, what does that mean? A major concern with many alternative practices is that providers have minimal training yet still are paid quite a sum of money to “practice” their art, regardless of whether it is proven effective.",Misleading,False,False,0.20337796211242676
900,New Eczema Treatments Could Be Available Soon,"This story is an overview about a couple of drugs that treat eczema by preventing the immune system from overreacting. So far, the drugs are faring well in clinical trials, and the companies behind them plan to seek FDA approval later this year. This story is clear that availability of the drugs must await that approval, but the headline—New Eczema Treatments Could Be Available Soon—ignores the uncertainty surrounding FDA drug approvals. (We saw a similar level of excessive optimism in our review of a news release on a different drug: PR release on mid-stage eczema drug trial suggests benefit but doesn’t quantify.) The new drugs may, as sources attest, be “safer and potentially more effective” than existing medications. But the story gives short shrift to explaining the clinical evidence underlying those conclusions and offers no information about potential conflicts of interest among the sources. Atopic dermatitis, or eczema, afflicts millions of individuals and is so severe in an estimated 1.6 million that it limits social life and leads to bouts of depression and suicidal thoughts. Steroid creams help but bring with them long-term side effects. Newer immune modulator drugs may minimize side effects while providing substantial relief.",Misleading,True,False,0.20106935501098633
901,"Taillon, Bettis face off after bonding over cancer battles.",The starters for Tuesday’s game between Pittsburgh and Colorado reads like this: Jameson Taillon vs. Chad Bettis.,True,True,True,0.15841937065124512
902,"“Taxpayers spent $70,000,000 to develop this drug ( remdesivir).","When the drug that would come to be known as remdesivir was identified as a possible treatment for the Ebola virus, the Department of Defense paid Gilead to develop it, to the tune of $34.5 million today    A $6 million grant from the National Institutes of Health was awarded to researchers at the University of North Carolina to speed the development of remdesivir    NIH also sunk $30 million into the clinical trial to observe how remdesivir acted against COVID-19 earlier this spring     Both the Department of Defense and NIH are federal agencies whose budgets stem from tax dollars",True,False,False,0.19683289527893066
903,UConn men’s coach Hurley back at work after spinal surgery.,"UConn men’s basketball coach Dan Hurley says he spent his life believing that when it came to his health, he was bulletproof.",True,True,True,0.15645194053649902
904,Exelixis drug slows prostate cancer spread in trial,The story provides the reader with a confused and often contradictory profile of interim findings of a study reported in abstract at a big scientific conference. The American Society of Clinical Oncology conference fosters a lot of rush-to-publication among journalists. This story was an example of what an empty exercise that can sometimes be.,False,False,True,0.20071816444396973
905,How To Help People Lose Weight? Give â€˜Em Free Meals and Money!,"""This smartly written blog post manages to pack more information into a tight space than many longer pieces. We wish it had spent a little more time with the evidence behind this study on weight loss programs. For example, a MedPageToday story explained:   Clinical outcomes were not evaluated. """"The findings likely represent a best-case scenario, and obese patients enrolling in a similar program outside of a clinical trial setting will probably not achieve comparable results."""" The editorial writer """"cited a cohort study of Jenny Craig participants that showed that just 7% of enrollees completed a full year of the program. In contrast, 92.1% of the participants in the current study were available for the two-year follow-up. Because the program was delivered free-of-charge in the randomized trial, cost may explain the difference in adherence."""" The researchers """"acknowledged that the finding may not apply to a real-world setting because the weight-loss program was delivered at no cost. … In the current study, the participants’ average food costs would have averaged out to about $4,080 for a year, the researchers noted."""" Additional limitations of the study included the use of participants who were likely highly motivated to lose weight, which partially explained the low dropout rate, the use of unblinded weight-loss counselors, and the use of a control intervention that would be a likely first step for individuals seeking guidance to lose weight. Each of those is important points – and limitations that readers should have been told about – somehow – even in a short blog piece. As the story points out, the majority of Americans are either overweight or obese, and losing that weight can prove very difficult. Anyone who has picked up a lifestyle magazine knows how fat-fighting fads catch fire and then disappear. Solid research into what motivates people to lose weight and to keep it off is necessary to help guide public policy on a number of fronts.""",Misleading,False,False,0.20157742500305176
906,"""The University of Oxford banned clapping because it makes """"snowflakes"""" anxious.""",‘University of Oxford Clapping Ban’ Rumor,False,Misleading,False,0.15465211868286133
907,"People should avoid foods colored black with activated charcoal, as the ingredient negates the effect of prescribed medications and oral contraceptives.","Spooky Season, Activated Charcoal in Food, and Medication",Misleading,False,False,0.19470930099487305
908,"CNN asked a survivor of the 14 February 2018 mass shooting in Parkland, Florida to deliver scripted remarks during a televised town hall.","According to CNN, the elder Haab declined the invitation after the network rejected the full speech. He later reportedly admitted to inadvertently “omitting some words from the email.”",False,True,False,0.15427207946777344
909,Higher Folic Acid Levels in Teens Tied to Academic Success,"The study reported on found an association between folic acid intake levels and a measure of school performance in a group of Swedish students. This story did not clarify for readers how the group studied differed in an important way from youth in the US, who are raised consuming a food supply supplemented with folic acid. The story failed to help readers understand that the results of the study were not generalizable to populations of children who differed from those studied. Nonetheless, the story went on to mention many problems that have at one time or other been postulated to be related to folic acid levels. And although the story indicated at the end that the study results did not show that folic acid supplementation was of benefit, the overall gist of the piece was that there was reason to be concerned about the folic acid intake of our nation’s youth. Associations between diet and cognitive function are of interest. However, it is important that the insight from studies be reported so that readers can appreciate whether the outcomes apply to a US audience.",Misleading,True,False,0.19693279266357422
910,Drug shows promise treating breast cancer,"Recently completed clinical trials have shown that zolendric acid, marketed as Zometa, may help prevent recurrence of early stage breast cancer and may reduce the risk of metastasis to the bone when given in addition to conventional therapies. This drug also prevents bone loss that is associated with cancer treatment. The potential benefits of zolendric acid are important and could point to a new treatment strategy that is more effective and has fewer side effects than current options. This article communicates information about ongoing investigation of the use of zolendric acid at a high level. However, the story is brief – 405 words – and omits key details and facts about the drug and ongoing research that are needed to provide the reader a complete and informed story. It would be useful to the reader to present some of the downsides of treatment, including a potentially long and costly duration of treatment. The story also should have explained who is likely to benefit based on who was included in the trials. No independent source was interviewed; someone needed to address the researcher’s claim that the drug might someday be used in all women with breast cancer.",Misleading,True,False,0.1996312141418457
911,New Mexico seeks concussion safeguards for more youth sports.,State health officials are seeking to shore up and standardize safeguards against brain injuries in youth sports beyond schools in non-scholastic athletic leagues and clubs.,True,True,True,0.1590886116027832
912,"The Statue of Liberty was erected as a tribute to the accomplishments of black soldiers in the Civil War, and a black woman served as the model for Lady Liberty.","Whatever the color of the person who served as the model for the Statue of Liberty may have been, the statue itself is colorless. It does not represent a particular color of person any more than the Michelin Tire Man does, and the idea it symbolizes applies to people of all colors, whether or not its creators intended it that way. Just as the attitudes of people who lived hundreds of years ago cannot require us look upon others as inferiors today, neither can they magically elevate the status of those who may still be the objects of discrimination. That is a task for those of us who live here and now.",False,True,False,0.15915799140930176
913,Monica Cline Says research shows that children feel pressure “to become sexually active because of comprehensive sex education.”,"""Cline said research shows that children feel pressure """"to become sexually active because of comprehensive sex education."""" We found little to no research exploring whether sex education curriculum contributes to adolescents feeling pressure to have sex. But there is research examining the relationship between sex education and sexual behaviors, the bulk of which shows that youths who receive comprehensive sex education are less likely to engage in sexual activity.""",False,True,False,0.19980931282043457
914,Sanofi to pay Lexicon $260 million for terminated partnership.,Lexicon Pharmaceuticals Inc said on Tuesday France’s Sanofi SA will pay the drugmaker $260 million for the termination of their partnership to develop diabetes drug Zynquista.,True,True,True,0.15927910804748535
915,Magnet device aims to treat depression patients,"""For people suffering from severe depression who have not responded to medical treatment, the idea that a non-invasive procedure is now available is welcome news. On October 8, 2008, the FDA announced that they had cleared transcranial magnetic stimulation, or TMS, for patients who had not responded to antidepressant therapy. However, because TMS is not an implantable device, the FDA was merely required to clear the device on the basis that it was """"safe and equivalent"""" to electro-shock therapy. The ruling does not claim that TMS is effective, and many questions remain about just how much benefit TMS provides compared to existing treatments. This story does not exaggerate the seriousness or prevalence of depression and thereby avoids disease mongering. The story is also clear to point out that the FDA approval is specifically for people who have failed first-line treatment with medication. The story could have done more to explain that TMS is not for people who have mild depression or who have not attempted other forms of treatment first. The story does a good job of describing the costs of TMS, which are significantly higher than medication, and of describing the novelty of TMS. Although TMS itself is not new, it has only recently been studied as a possible treatment, rather than just a research tool. The story does provide some quantification of benefits of TMS, describing what percentage of subjects scored significantly better on standard depression scores after treatment with TMS compared to sham. However, it was not clear from the story what """"significantly better"""" meant and if that translates into real clinical differences for the patient. The story mentions antidepressants and shock therapy but does not mention other very effective treatments for depression, including psychotherapy, either in combination with medication or by itself, and self-help techniques. Nor does the story explain that there are many different antidepressants and if a patient does not respond to one drug, other drugs can be tried before resorting to TMS. In addition, the story misrepresents shock therapy as a """"last resort"""" treatment. While shock therapy isn’t the first choice for many people, it could be a reasonable choice in certain clinical situation. Describing shock therapy in this way may be harmful to patients and families who are considering shock therapy at a time when it is likely to help. Furthermore, while the story describes the study and points out that the FDA had many concerns about it, the story does not describe what those concerns were. The story does explain that a new study should provide better data, but does not mention that this approval comes after a prior panel found insufficient evidence to support TMS. That the story focused only on the current study and FDA decision without putting it into context of the whole body of literature on the subject is problematic. Also, the story mentions that TMS was recently approved. However, the story should have emphasized that it is still considered experimental in spite of the approval and its availability is limited to a few research centers. Finally, the story quotes two experts who are both involved in the research on TMS in depression. The story should have quoted additional experts who do not have a stake in the outcome to provide some much needed balance. The story did not explicitly address whether the researchers had any financial conflict of interest.""",Misleading,True,False,0.2036747932434082
916,"""Foam """"Squishies"""" toys have been determined to contain toxic materials and were recalled as a result.""","We also contacted Health Canada and the Australian Competition and Consumer Commission asking whether any investigations were underway in their respective countries regarding the toys but did not receive a response. The U.S. Consumer Product Safety Commission, which would typically assess possible consumer complaints of Squishies in the states, is currently closed as a result of the partial federal government shutdown that began in December 2018.",Misleading,False,False,0.21927261352539062
917,Teen Feels 'Hopeful' After Experimental Stem Cell Procedure on Damaged Heart,"This is a story about one young man receiving an experimental infusion of stem cells into his heart, to help with tissue scarring due to muscular dystrophy. Despite booming research around potential stem cell treatments for a wide range of conditions, the list of diseases for which stem cell therapy has been shown to be effective remains very short, according to the International Society for Stem Cell Research. Yet media outlets often put an optimistic spin on unproven stem cell therapies, as we’ve seen in our examinations of stories on heart failure, chronic obstructive pulmonary disease, severe combined immunodeficiency, and multiple sclerosis. Showcasing a few preliminary cases with encouraging outcomes can exaggerate the potential benefits of a treatment and raise false hopes for patients. This story, based on a single case with an unknown outcome, fits this pattern. It fails to counter rosy statements by a physician and a patient with realistic assessments of the potential benefits and pitfalls of an unproven procedure for a fatal disease with no known cure. The story also lacks clinical details that would help readers get a true picture of the nature of the treatment, as well as a discussion of costs. Duchenne muscular dystrophy (DMD) is a heartbreaking disease that affects an estimated 1 in 3,600 boys as well as some girls. The most common inherited pediatric muscle disorder, it’s caused by a shortage of a protein called dystrophin, which leads to progressive muscle weakness. Most patients lose their ability to walk by age 12, and average life expectancy is about 25. Often patients die of heart failure because dystrophin deficiency leads to cardiomyopathy, a weakness of the heart muscle that makes the heart less able to pump blood and maintain a regular rhythm. A recent review of current therapies states that “only steroids have been shown to produce a slowing in the declining course of the disease.” Recent research has focused on using stem cells and gene therapy to create new, healthy muscle cells and thus halt or reverse the disease. The rapid advance and certain fatality of Duchenne muscular dystrophy has patients and their families desperate for new treatment options. Reporters have an obligation to those families to present stories in a reasonable and responsible fashion.",False,True,False,0.19938397407531738
918,212 at Nebraska meat plant test positive for COVID-19.,"More than 200 workers at a northeastern Nebraska pork processing plant have tested positive for COVID-19, according to plant owners and local health officials.",True,False,False,0.19686627388000488
919,Largest U.S. needle exchange tries free meth pipes in Seattle.,"Occasional crystal meth smoker Richard Russell ambles up to a church storage garage in a Seattle alley and a recovering drug addict hands him two brand new meth pipes, no questions asked.",True,True,True,0.15823578834533691
920,New morning-after pill works for up to 5 days,"In 1999, the FDA first approved the prescription-only Plan B (two high dose pills of Levonorgestrel, a hormone commonly found in many birth control pills). In 2006, Plan B was made available without a prescription to women over the age of 18, however this ruling remains controversial and it is currently only available over-the-counter in 9 states (http://www.pharmacyaccess.org). EllaOne, a new drug currently only available in Europe, may be more effective at preventinging pregnancy than Levonorgestrel even when taken several days after uNPRotected sex or contraceptive failure. In a study published in the current issue of Lancet, women who took ellaOne within five days had a lower chance of pregnancy than those who took Levonorgestrel. In the study 1.8% got pregnant after taking ellaOne compared to 2.6% with Levonorgestrel. This story quotes two independent health experts who provide very valuable and balanced perspectives on the new study. The story could have been improved by describing the costs of the new drug compared to Levonorgestrel. Although the story mentions that ellaOne could cost up to three times as much as Levonorgestrel, this is not adequate information on costs. Most importantly, however, the story does the reader a disservice by not describing the harms and side effects of either option. In the study 19% experienced headaches and other common side effects include abdominal pain, nausea/vomiting, and cramps. In short, taking these pills is not a pleasant experience but nonetheless is far safer than abortion.",True,True,True,0.19759726524353027
